"year_mon","county","county_number","state_cost","retail_revenue","bottles_sold","liters_sold"
2016-11-01,"JEFFERSON",51,50547.55,75138.69,5552,4976.88
2016-11-01,"JOHNSON",52,1196442.51,1781016.14,119517,107066.78
2016-11-01,"JONES",53,70855.16,105996.95,7877,8289.03
2016-11-01,"KEOKUK",54,10532.71,15694.33,1334,1336.04
2016-11-01,"Kossuth",55,7592.86,11335.42,742,987
2016-11-01,"KOSSUTH",55,78081.71,116561.97,8499,8489.47
2016-11-01,"LEE",56,171424.3,255191.18,19289,17458.45
2016-11-01,"Linn",57,15538.27,23076.57,2017,2146.55
2016-11-01,"LINN",57,1598075.23,2375895.23,186283,160478.77
2016-11-01,"LOUISA",58,13373.85,19903.83,2438,1379.32
2016-11-01,"LUCAS",59,35092.89,51966.87,3741,3416.02
2016-11-01,"LYON",60,39972.71,59885.47,4753,4374.16
2016-11-01,"Madison",61,567.84,851.76,84,78
2016-11-01,"MADISON",61,45889.4,68159.29,5040,4680.48
2016-11-01,"MAHASKA",62,78640.56,117097.21,8409,7954.77
2016-11-01,"Marion",63,7875.31,11737.69,800,715.4
2016-11-01,"MARION",63,140640.85,209258.17,15434,14171.02
2016-11-01,"Marshall",64,2392.8,3571.4,382,255.6
2016-11-01,"MARSHALL",64,162924.23,242768.57,15759,15028.59
2016-11-01,"MILLS",65,16253.2,24151.99,2157,1891.5
2016-11-01,"Mitchell",66,8485.84,12696,941,1086.17
2016-11-01,"MITCHELL",66,14782.14,22023.46,1795,1795.94
2016-11-01,"MONONA",67,35345.56,52778.3,4166,3738.22
2016-11-01,"MONROE",68,20804.54,31027.68,2259,2072.72
2016-11-01,"MONTGOMERY",69,40785.39,60837.32,4473,4066.37
2016-11-01,"MUSCATINE",70,153676.52,229238.13,18069,15824.76
2016-11-01,"OBRIEN",71,70828.25,105800.69,7701,8126.44
2016-11-01,"OSCEOLA",72,15738.66,23560.75,1912,1923.26
2016-11-01,"PAGE",73,66486.26,99065.07,7125,6928.53
2016-11-01,"PALO ALTO",74,39252.02,58567.13,4051,4332.67
2016-11-01,"Plymouth",75,60353.77,90332.66,5811,5737.7
2016-11-01,"PLYMOUTH",75,42916.85,64116.41,4607,4613.6
2016-11-01,"POCAHONTAS",76,22160.9,33125.73,2623,2665.3
2016-11-01,"Polk",77,304471.76,453494.83,30811,27464.04
2016-11-01,"POLK",77,3180002.9,4737604.06,356285,286263.2
2016-11-01,"Pottawatta",78,2556.36,3829.38,497,304.2
2016-11-01,"POTTAWATTA",78,530534.7,789546.46,62536,52237.34
2016-11-01,"Poweshiek",79,3457.26,5137.97,440,388.85
2016-11-01,"POWESHIEK",79,74167.5,110523.93,7990,7581.15
2016-11-01,"RINGGOLD",80,5843.4,8726.55,667,767.62
2016-11-01,"SAC",81,43158.56,64546.85,4790,4979.06
2016-11-01,"Scott",82,16435,24985.11,1497,1144.22
2016-11-01,"SCOTT",82,1205031.46,1795017.5,148758,115451.77
2016-11-01,"SHELBY",83,36233.15,53944.11,4322,3851.15
2016-11-01,"SIOUX",84,78161.82,116709.44,8147,8748.98
2016-11-01,"STORY",85,621371.16,924756.32,66724,63156.54
2016-11-01,"TAMA",86,51700.88,76965.73,6385,5692.98
2016-11-01,"TAYLOR",87,7100.08,10553.8,891,785.87
2016-11-01,"UNION",88,70605.21,105335,7146,6911.17
2016-11-01,"VAN BUREN",89,9787.28,14618.98,1086,949.03
2016-11-01,"Wapello",90,7959.19,11856.53,1071,875.12
2016-11-01,"WAPELLO",90,130831.83,194644.69,15829,13543.37
2016-11-01,"WARREN",91,145840.62,216974.22,16494,15387.52
2016-11-01,"WASHINGTON",92,92901.27,139249.41,10024,8813.03
2016-11-01,"WAYNE",93,8769.8,13071.19,1041,964.42
2016-11-01,"Webster",94,16476.49,24627.1,2983,1672.49
2016-11-01,"WEBSTER",94,196098.56,291813.19,22441,19936.09
2016-11-01,"WINNEBAGO",95,36241.27,54206.81,4294,4490.41
2016-11-01,"WINNESHIEK",96,69467.14,103565.86,7293,7389.65
2016-11-01,"WOODBURY",97,668444.14,995348.39,75412,65283.6
2016-11-01,"WORTH",98,14139.18,21140.99,1757,1774.56
2016-11-01,"WRIGHT",99,34407.76,51312.87,4243,4141.1
2016-12-01,"Adair",1,16832.14,24987.25,2055,1940.04
2016-12-01,"ADAIR",1,12876.71,19121,1612,1549.92
2016-12-01,"ADAMS",2,6139.25,9163.42,667,582.95
2016-12-01,"ALLAMAKEE",3,67649.04,100765.83,7260,7691.19
2016-12-01,"APPANOOSE",4,49712.07,73932.06,6278,4926.5
2016-12-01,"AUDUBON",5,11505.01,17123.85,1628,1506.15
2016-12-01,"BENTON",6,67594.29,100310.09,7415,7007.75
2016-12-01,"Black Hawk",7,32001.6,47479.81,5238,3552.75
2016-12-01,"BLACK HAWK",7,1172238.42,1741580.13,140162,111171.37
2016-12-01,"Boone",8,44586.32,66098.48,3980,4373.7
2016-12-01,"BOONE",8,92076.4,136675.85,9939,10222.37
2016-12-01,"BREMER",9,136682.89,202851.9,13738,13959.38
2016-12-01,"Buchanan",10,17203.42,25626.74,2065,1899.13
2016-12-01,"BUCHANAN",10,72282.88,107081.78,8269,8142.44
2016-12-01,"BUENA VIST",11,168126.82,249219.06,15491,15203.94
2016-12-01,"Butler",12,1790.29,2634.76,241,240.87
2016-12-01,"BUTLER",12,21825.23,32399.75,2680,2812.02
2016-12-01,"CALHOUN",13,19657.91,29130.84,2344,2411.71
2016-12-01,"CARROLL",14,211796.08,314542.43,19899,21466.52
2016-12-01,"CASS",15,39288.95,58251.7,4239,4240.27
2016-12-01,"CEDAR",16,34384.08,51178.14,4323,3777.46
2016-12-01,"Cerro Gord",17,119061.82,177266.33,12081,12152.19
2016-12-01,"CERRO GORD",17,366935.94,544626.08,42792,40017.62
2016-12-01,"CHEROKEE",18,45749.5,67800.69,5422,5031.21
2016-12-01,"CHICKASAW",19,25482.38,37621.95,2743,3231.7
2016-12-01,"CLARKE",20,59821.21,88508.08,5657,5636.13
2016-12-01,"CLAY",21,114235.95,169496.18,11438,12243.96
2016-12-01,"Clayton",22,8028.02,11958.16,805,837.75
2016-12-01,"CLAYTON",22,33125.77,49266.58,3549,3840.73
2016-12-01,"CLINTON",23,230619.72,342539.26,26379,24474.85
2016-12-01,"CRAWFORD",24,122367.3,181910.82,10957,11877.77
2016-12-01,"Dallas",25,165234.05,247627.08,10570,13551
2016-12-01,"DALLAS",25,215461.75,319572,22106,18551.47
2016-12-01,"DAVIS",26,7350.62,10868.44,815,785
2016-12-01,"DECATUR",27,15575.33,23042.74,1908,1558.85
2016-12-01,"Delaware",28,37245.89,55397.32,3891,3882.69
2016-12-01,"DELAWARE",28,27785.5,41115.15,3107,3200.41
2016-12-01,"Des Moines",29,15533.51,23001.06,2600,1309.5
2016-12-01,"DES MOINES",29,241814.85,359693.74,28101,23627.61
2016-12-01,"Dickinson",30,993.96,1471.91,98,97
2016-12-01,"DICKINSON",30,144966.85,215752.43,14985,15792.37
2016-12-01,"DUBUQUE",31,639904.84,952033.71,66516,65770.65
2016-12-01,"EMMET",32,35909.07,53126.78,3193,3084.45
2016-12-01,"Fayette",33,5097.84,7582.74,468,583.5
2016-12-01,"FAYETTE",33,93512.4,138591.87,11971,11604.42
2016-12-01,"FLOYD",34,79987.42,118732.23,9047,8637.36
2016-12-01,"FRANKLIN",35,39001.49,57855.55,4528,4389.79
2016-12-01,"FREMONT",36,2874.2,4270.92,436,291.6
2016-12-01,"GREENE",37,38531.72,57127.04,3916,4069.43
2016-12-01,"GRUNDY",38,25138.93,37447.55,3241,3192.38
2016-12-01,"GUTHRIE",39,16568.63,24608.57,2052,1867.6
2016-12-01,"HAMILTON",40,65895.41,97800.59,7189,6926.23
2016-12-01,"Hancock",41,2241.42,3315.72,324,208.5
2016-12-01,"HANCOCK",41,30640.58,45346.52,3649,3643.37
2016-12-01,"Hardin",42,31576.86,46906.62,3064,3663.45
2016-12-01,"HARDIN",42,100632.89,149265.97,10381,11037.6
2016-12-01,"Harrison",43,12369.66,18427.61,1303,1172.38
2016-12-01,"HARRISON",43,7279.13,10766.48,1048,862.4
2016-12-01,"Henry",44,14256.9,21211.8,1428,1629
2016-12-01,"HENRY",44,61693.74,91993.28,7055,5720.46
2016-12-01,"HOWARD",45,51717.61,76936.82,5042,5889
2016-12-01,"HUMBOLDT",46,31527.63,46896.68,3409,3406.02
2016-12-01,"IDA",47,40062.57,59547.32,4372,4345.76
2016-12-01,"Iowa",48,35881.52,53135.27,4200,3410.77
2016-12-01,"IOWA",48,47442.66,70330.42,5293,5778.14
2016-12-01,"Jackson",49,3105.93,4672.64,568,356.23
2016-12-01,"JACKSON",49,74577.25,110801.74,8424,8042.01
2016-12-01,"JASPER",50,134172.94,199068.02,15553,14457.73
2016-12-01,"JEFFERSON",51,72855.79,108275.12,8048,6616.36
2016-12-01,"JOHNSON",52,1097020.02,1629643.42,106965,93106.37
2016-12-01,"JONES",53,72731.67,107842.47,7970,8212.74
2016-12-01,"KEOKUK",54,13240.33,19645.98,1545,1496.48
2016-12-01,"Kossuth",55,9314.08,13799.47,852,1234.61
2016-12-01,"KOSSUTH",55,124926.78,185880.77,13405,13431.71
2016-12-01,"LEE",56,278288.61,413956.66,28590,26045.22
2016-12-01,"Linn",57,20161.07,29971.31,2494,2893.3
2016-12-01,"LINN",57,1752664.11,2603003.25,190346,167481.06
2016-12-01,"LOUISA",58,14156.25,21015.21,2400,1434.42
2016-12-01,"LUCAS",59,34684.39,51494.13,3925,3700.88
2016-12-01,"LYON",60,50740.23,75580.26,5725,5497.96
2016-12-01,"Madison",61,1789.86,2649.32,292,234
2016-12-01,"MADISON",61,68448.84,101629.56,7493,6747.66
2016-12-01,"MAHASKA",62,63306.15,94121.84,7778,6621.54
2016-12-01,"Marion",63,7539.55,11215.74,802,676.03
2016-12-01,"MARION",63,146663.24,218030.71,15216,14641.49
2016-12-01,"Marshall",64,1205.16,1807.92,360,124.2
2016-12-01,"MARSHALL",64,253781.2,376755.56,27171,24218.08
2016-12-01,"MILLS",65,23819.8,35677.58,3117,2752.1
2016-12-01,"Mitchell",66,11065.92,16453,1183,1432.5
2016-12-01,"MITCHELL",66,22248,32949.31,2486,2679.49
2016-12-01,"MONONA",67,32000.48,47708.1,3731,3288.98
2016-12-01,"MONROE",68,19100.74,28338.09,2076,1945.21
2016-12-01,"MONTGOMERY",69,51424.61,76557.03,6369,5334.88
2016-12-01,"MUSCATINE",70,218216.34,324600.44,23815,21658.11
2016-12-01,"OBRIEN",71,85133.39,126638.35,9131,9215.29
2016-12-01,"OSCEOLA",72,17415.13,25880.65,1999,2028.96
2016-12-01,"PAGE",73,102299.36,151911.47,10788,10161.86
2016-12-01,"PALO ALTO",74,43434.63,64261.8,4263,5017.95
2016-12-01,"Plymouth",75,63355.9,94067.25,6699,6755.87
2016-12-01,"PLYMOUTH",75,56899.64,84305.38,5754,5943.33
2016-12-01,"POCAHONTAS",76,19071.98,28264.99,2352,2408.51
2016-12-01,"Polk",77,408769.21,608447.61,38782,33849.33
2016-12-01,"POLK",77,4685236.66,6961539.82,496377,405260.65
2016-12-01,"Pottawatta",78,3273.36,4875.18,600,321
2016-12-01,"POTTAWATTA",78,848154.15,1263453.05,90705,78392.89
2016-12-01,"Poweshiek",79,1915.86,2830.18,211,190.5
2016-12-01,"POWESHIEK",79,114182.09,169263.72,12577,11721.14
2016-12-01,"RINGGOLD",80,12782.48,18991.76,1396,1409.49
2016-12-01,"SAC",81,32272.29,47731.24,3565,3856.03
2016-12-01,"Scott",82,39911.05,61721.39,3363,2447.65
2016-12-01,"SCOTT",82,1583353.55,2352100.82,184059,148393.98
2016-12-01,"SHELBY",83,53245.1,79012.04,6201,5346.9
2016-12-01,"SIOUX",84,107120.34,159271.46,10304,10807.37
2016-12-01,"STORY",85,575925.67,855448.67,58426,56902.84
2016-12-01,"TAMA",86,45685.04,67961.47,5517,4707.28
2016-12-01,"TAYLOR",87,11057.49,16384.71,1391,1124.62
2016-12-01,"UNION",88,83597.3,124050.41,8632,8279.75
2016-12-01,"VAN BUREN",89,13549.27,20133.14,1324,1378.39
2016-12-01,"Wapello",90,11400.29,16938.38,1293,1117.75
2016-12-01,"WAPELLO",90,137845.83,204444.84,16575,14641.56
2016-12-01,"WARREN",91,183390.59,272642.57,20621,18623.68
2016-12-01,"WASHINGTON",92,106291.2,158188.8,12367,10534.08
2016-12-01,"WAYNE",93,7446.92,11024.96,840,827.87
2016-12-01,"Webster",94,17805.96,26312.24,2945,1808.88
2016-12-01,"WEBSTER",94,188183.94,279311.72,19868,17716.16
2016-12-01,"WINNEBAGO",95,54804.06,81703.24,6607,6578.84
2016-12-01,"WINNESHIEK",96,110973.74,165123.75,12365,12563.35
2016-12-01,"WOODBURY",97,767571.09,1142196.12,81128,70923.4
2016-12-01,"WORTH",98,13912.18,20695.46,1773,1702.82
2016-12-01,"WRIGHT",99,54434.32,80954.52,6637,6022.84
2017-01-01,"Adair",1,8838.47,13150.03,1151,1010.26
2017-01-01,"ADAIR",1,12144.17,18094.87,1367,1304.26
2017-01-01,"ADAMS",2,3987.46,5977.9,455,419.97
2017-01-01,"ALLAMAKEE",3,35982.46,53881.06,4193,4463.55
2017-01-01,"APPANOOSE",4,33135.12,49488.23,4070,3734.31
2017-01-01,"AUDUBON",5,5174.09,7692.19,642,690.5
2017-01-01,"BENTON",6,32624.87,48617.64,4269,3933.42
2017-01-01,"Black Hawk",7,24148.76,36040.59,4338,2433.59
2017-01-01,"BLACK HAWK",7,765919.35,1136871.53,100659,73054.08
2017-01-01,"Boone",8,13100.72,19487.49,1582,1588.31
2017-01-01,"BOONE",8,93462.03,139481.7,10423,11080.79
2017-01-01,"BREMER",9,78089.76,116108.04,9257,9254.14
2017-01-01,"Buchanan",10,9310.31,13807.57,1277,1053.94
2017-01-01,"BUCHANAN",10,50649.77,75135.37,5767,5477.18
2017-01-01,"BUENA VIST",11,90443.87,134794.52,11155,9998.96
2017-01-01,"Butler",12,1123.71,1674.78,144,140.91
2017-01-01,"BUTLER",12,14840.06,22159.85,1895,1974.33
2017-01-01,"CALHOUN",13,17943.7,26773.22,2248,2262.93
2017-01-01,"CARROLL",14,106599.26,158935.9,11021,11476.2
2017-01-01,"CASS",15,37849.2,56475.09,4396,4206.98
2017-01-01,"CEDAR",16,31305.4,46776.69,4079,3525.36
2017-01-01,"Cerro Gord",17,77319.31,115442.06,8066,8081.39
2017-01-01,"CERRO GORD",17,186249.87,273212.99,22772,19744.99
2017-01-01,"CHEROKEE",18,49106.87,73344.78,6680,5632.92
2017-01-01,"CHICKASAW",19,26894.01,39968.75,2928,3273.51
2017-01-01,"CLARKE",20,22682.77,33786.43,2446,2572.52
2017-01-01,"CLAY",21,68547.64,102304.76,7654,7962.1
2017-01-01,"Clayton",22,4025.61,6001.13,476,469.2
2017-01-01,"CLAYTON",22,30486.94,45536.69,3387,3549.73
2017-01-01,"CLINTON",23,157208.12,233502.19,19797,17290.31
2017-01-01,"CRAWFORD",24,53571.59,79905.37,6803,6239.18
2017-01-01,"Dallas",25,91850.23,134808.85,5232,6034
2017-01-01,"DALLAS",25,110204.83,164436.52,13833,11184.65
2017-01-01,"DAVIS",26,3929.8,5835.32,446,472.75
2017-01-01,"DECATUR",27,5193.87,7740.92,588,573.43
2017-01-01,"Delaware",28,26402.79,39197.38,2657,2776.69
2017-01-01,"DELAWARE",28,22788.06,33981.45,2654,2721.28
2017-01-01,"Des Moines",29,11627.32,17044.68,1787,996.47
2017-01-01,"DES MOINES",29,153637.04,229185.01,20152,15689.19
2017-01-01,"Dickinson",30,2888.06,4307.98,230,221.34
2017-01-01,"DICKINSON",30,174495.75,260024.69,18479,18695
2017-01-01,"DUBUQUE",31,540147.5,804531.37,56452,52012.87
2017-01-01,"EMMET",32,12888.61,19095.96,1541,1508.25
2017-01-01,"Fayette",33,4043.54,6057.64,332,418
2017-01-01,"FAYETTE",33,47194.56,70276.11,6213,5249.53
2017-01-01,"FLOYD",34,52723.93,78726.22,6398,5698.48
2017-01-01,"FRANKLIN",35,17426.46,25952.92,2367,2102.11
2017-01-01,"FREMONT",36,2323.48,3449.58,342,245.25
2017-01-01,"GREENE",37,29851.33,44483.34,3298,2953.97
2017-01-01,"GRUNDY",38,15796.99,23591.79,2038,2076.9
2017-01-01,"GUTHRIE",39,9232.76,13776.15,1114,1095.53
2017-01-01,"HAMILTON",40,44792.81,66647.69,5246,4714.59
2017-01-01,"Hancock",41,1215.24,1814.22,150,103.5
2017-01-01,"HANCOCK",41,15843.14,23639.3,2048,2171.37
2017-01-01,"Hardin",42,20358.54,30359.46,2220,2505
2017-01-01,"HARDIN",42,57344.91,85611.15,6205,6634.37
2017-01-01,"Harrison",43,1327.7,1981.24,238,158.85
2017-01-01,"HARRISON",43,16953.82,25085.25,2495,1818.98
2017-01-01,"Henry",44,15854.52,23673.6,1692,1807.5
2017-01-01,"HENRY",44,37436.3,55921.47,5272,4091.03
2017-01-01,"HOWARD",45,33235.34,49561.43,3425,3843.64
2017-01-01,"HUMBOLDT",46,24858.32,37011.21,2911,2607.72
2017-01-01,"IDA",47,32568.32,48804.96,3516,3423.49
2017-01-01,"Iowa",48,25555.05,37812.63,3382,2676.18
2017-01-01,"IOWA",48,25637.17,38368.88,2978,3185.4
2017-01-01,"JACKSON",49,61688.57,92182.79,7508,7055.42
2017-01-01,"Jasper",50,1005.75,1508.58,186,143.7
2017-01-01,"JASPER",50,77646.35,115996.84,9675,9068.86
2017-01-01,"JEFFERSON",51,42184.99,62704.37,4743,4092.97
2017-01-01,"JOHNSON",52,862548.41,1279737.31,96681,83230.38
2017-01-01,"JONES",53,63436.29,94767.22,7254,7434.84
2017-01-01,"KEOKUK",54,7963.55,11883.33,1068,1010.63
2017-01-01,"Kossuth",55,5061.52,7596.52,479,628.67
2017-01-01,"KOSSUTH",55,67442.57,100746.11,7375,7339.57
2017-01-01,"LEE",56,143850.31,213731.13,16975,14913.36
2017-01-01,"Linn",57,12710.21,18933.16,1574,1603.93
2017-01-01,"LINN",57,1209424.21,1799995.55,143630,122304.32
2017-01-01,"LOUISA",58,15835.03,23551.88,2599,1628.38
2017-01-01,"LUCAS",59,24779.84,36494.38,2486,2191.57
2017-01-01,"LYON",60,37765.99,56422.99,4401,4143.26
2017-01-01,"Madison",61,1605.9,2403.12,228,193.5
2017-01-01,"MADISON",61,29639.57,44156.58,3841,3530.58
2017-01-01,"MAHASKA",62,39166.91,58506.46,5163,4395.15
2017-01-01,"Marion",63,5967.1,8892.41,715,558.17
2017-01-01,"MARION",63,72109.21,107304.64,8835,7671.11
2017-01-01,"Marshall",64,1558.16,2332.22,180,137.5
2017-01-01,"MARSHALL",64,126482.94,188108.84,14917,13597.81
2017-01-01,"MILLS",65,23512.75,35115.76,3352,2830.75
2017-01-01,"Mitchell",66,8764.39,13090.46,946,1106.5
2017-01-01,"MITCHELL",66,11054.69,16404.35,1335,1353.35
2017-01-01,"MONONA",67,28107.53,41999.1,3141,3028.29
2017-01-01,"MONROE",68,14799.4,22080.25,1476,1478.91
2017-01-01,"MONTGOMERY",69,25676.73,38224.15,3243,3054.78
2017-01-01,"MUSCATINE",70,153280.45,228184.75,19487,16111.1
2017-01-01,"OBRIEN",71,65890.32,98237.08,7315,7765.39
2017-01-01,"OSCEOLA",72,13416.75,20085.48,1613,1673.59
2017-01-01,"PAGE",73,46414.69,69270.53,5266,5150.18
2017-01-01,"PALO ALTO",74,26605.92,39822.56,2965,3109.3
2017-01-01,"Plymouth",75,33632.26,50369.47,3757,4064.07
2017-01-01,"PLYMOUTH",75,39201.72,58484.83,4218,4211.84
2017-01-01,"POCAHONTAS",76,16852.65,25146.9,2060,1959.71
2017-01-01,"Polk",77,231020.21,344056.75,26517,22570.47
2017-01-01,"POLK",77,2623151.84,3905649.12,304746,244209.96
2017-01-01,"Pottawatta",78,2831.6,4212.6,459,300
2017-01-01,"POTTAWATTA",78,442738.58,659995.14,52512,43554.93
2017-01-01,"Poweshiek",79,1590.77,2382.41,203,192
2017-01-01,"POWESHIEK",79,59180.11,88173.68,6417,6249.2
2017-01-01,"RINGGOLD",80,5883.55,8789.81,615,714.75
2017-01-01,"SAC",81,29219.11,43779.83,3492,3707.09
2017-01-01,"Scott",82,18507.43,28866.35,1638,1179.75
2017-01-01,"SCOTT",82,888369.85,1321600.08,117592,86085.97
2017-01-01,"SHELBY",83,31336.52,46769.22,3798,3786.54
2017-01-01,"SIOUX",84,75460.46,112597.53,7894,8558.23
2017-01-01,"STORY",85,399884.22,595914.3,43379,40669.87
2017-01-01,"TAMA",86,32777.12,48938.72,4438,3561.24
2017-01-01,"TAYLOR",87,7739.81,11501.76,1004,916.07
2017-01-01,"UNION",88,50499.78,74955.24,4662,4786.79
2017-01-01,"VAN BUREN",89,9055.97,13511.84,952,920.05
2017-01-01,"Wapello",90,5844.84,8663.82,756,607.11
2017-01-01,"WAPELLO",90,87786.78,130710.07,10855,8858.25
2017-01-01,"WARREN",91,120506.66,179528.08,14633,12825.97
2017-01-01,"WASHINGTON",92,68777.96,102621.03,8030,6944.72
2017-01-01,"WAYNE",93,7818.99,11679.78,1128,967.1
2017-01-01,"Webster",94,12046.69,17878.28,2230,1279.49
2017-01-01,"WEBSTER",94,122289.36,181905.91,14313,12661.76
2017-01-01,"WINNEBAGO",95,34036.82,50865.35,4195,4232.07
2017-01-01,"WINNESHIEK",96,56962.87,85014.8,6269,6331.43
2017-01-01,"WOODBURY",97,422779.08,629576.91,51308,40858.73
2017-01-01,"WORTH",98,10744.08,16048.78,1362,1287.77
2017-01-01,"WRIGHT",99,41250.56,61549.51,4971,4755.43
2017-02-01,"Adair",1,10707.17,15947.04,1384,1354.62
2017-02-01,"ADAIR",1,11669.07,17314.07,1425,1388.54
2017-02-01,"ADAMS",2,5270.23,7863.41,529,558.77
2017-02-01,"ALLAMAKEE",3,34315.47,51107.35,3810,4401.84
2017-02-01,"APPANOOSE",4,35733.32,53226.71,4189,3936.96
2017-02-01,"AUDUBON",5,5950.92,8856.36,823,823.02
2017-02-01,"BENTON",6,49196.6,72560.4,5939,6578.79
2017-02-01,"Black Hawk",7,33980.67,50485.93,5337,3883.84
2017-02-01,"BLACK HAWK",7,830450,1234348.15,103551,82342.29
2017-02-01,"Boone",8,19107.25,28062.8,2157,2483.85
2017-02-01,"BOONE",8,105741.6,155300.65,10744,12862.83
2017-02-01,"BREMER",9,84582.86,124709.5,9200,10492.76
2017-02-01,"Buchanan",10,12697.58,18944.93,1682,1481.67
2017-02-01,"BUCHANAN",10,64962.71,95466.84,7124,8525.14
2017-02-01,"BUENA VIST",11,91604.32,135345.31,10867,10702.35
2017-02-01,"Butler",12,1590.13,2341.01,189,218.5
2017-02-01,"BUTLER",12,12553.75,18676.26,1731,1724.31
2017-02-01,"CALHOUN",13,14626.92,21695.13,1836,1914.67
2017-02-01,"CARROLL",14,159652.06,236823.96,14810,17321.77
2017-02-01,"CASS",15,31034.98,46182.75,3493,3655.76
2017-02-01,"CEDAR",16,29876.6,44134.38,3835,3915.93
2017-02-01,"Cerro Gord",17,67121.23,99954.49,7328,7643.77
2017-02-01,"CERRO GORD",17,233704.55,347584.31,27548,28289.2
2017-02-01,"CHEROKEE",18,35536.65,52694.68,4961,4171.4
2017-02-01,"CHICKASAW",19,21124.14,31042.36,2276,3032.76
2017-02-01,"CLARKE",20,44012.68,65337.97,3804,4625
2017-02-01,"CLAY",21,67744.52,100415.56,7670,8765.91
2017-02-01,"Clayton",22,4372.79,6500.45,406,477
2017-02-01,"CLAYTON",22,24985.61,37243.3,2690,2979.62
2017-02-01,"CLINTON",23,168905.48,251405.16,20138,18128.48
2017-02-01,"CRAWFORD",24,59277.78,87466.39,6466,6997.18
2017-02-01,"Dallas",25,170294.7,284668.44,12432,20299.5
2017-02-01,"DALLAS",25,145883.62,217970.19,15323,14702.77
2017-02-01,"DAVIS",26,4215.65,6198.93,527,544.25
2017-02-01,"DECATUR",27,7661.42,11439.9,890,791.47
2017-02-01,"Delaware",28,22661.58,33614.77,2552,2547.04
2017-02-01,"DELAWARE",28,32598.74,47561.98,3480,4841.7
2017-02-01,"Des Moines",29,9828.17,14677.72,1717,918.54
2017-02-01,"DES MOINES",29,147990.51,220916.17,19062,15462.19
2017-02-01,"Dickinson",30,1774.6,2630.89,155,152.5
2017-02-01,"DICKINSON",30,113329.22,168039.84,12120,13374.62
2017-02-01,"DUBUQUE",31,459068.23,681585.98,48626,48028.28
2017-02-01,"EMMET",32,15978.09,23430.68,1966,2574
2017-02-01,"Fayette",33,4167.38,6215.62,328,440
2017-02-01,"FAYETTE",33,81028.14,119040.94,9658,11307.21
2017-02-01,"FLOYD",34,75762.8,112200.01,8578,8589.33
2017-02-01,"FRANKLIN",35,28377.37,42077.5,3259,3524.25
2017-02-01,"FREMONT",36,2113.18,3139.2,380,290.7
2017-02-01,"GREENE",37,31192.13,46613.44,3251,3476.16
2017-02-01,"GRUNDY",38,17619.27,26196.01,2287,2278.94
2017-02-01,"GUTHRIE",39,11860.84,17666.6,1441,1336.54
2017-02-01,"HAMILTON",40,64729.32,94928.16,7118,8454.49
2017-02-01,"Hancock",41,1364.64,2038.44,168,136.5
2017-02-01,"HANCOCK",41,16585.37,24527.88,2090,2306.97
2017-02-01,"Hardin",42,20987.88,31261.98,2166,2626.5
2017-02-01,"HARDIN",42,53369.24,79369.45,5866,6591.37
2017-02-01,"Harrison",43,1343.84,2004.75,283,182.35
2017-02-01,"HARRISON",43,11354.14,16873.16,1549,1280.46
2017-02-01,"Henry",44,15778.74,23515.08,1626,1810.5
2017-02-01,"HENRY",44,47724.08,70460.08,5694,5710.95
2017-02-01,"HOWARD",45,38341.25,56958.13,3779,4912.27
2017-02-01,"HUMBOLDT",46,33498.65,49367.89,3554,4043.47
2017-02-01,"IDA",47,34154.42,50680.43,3633,4166.56
2017-02-01,"Iowa",48,43820.13,65138.6,4942,3803.61
2017-02-01,"IOWA",48,32379.46,47938.18,3450,4064.43
2017-02-01,"Jackson",49,1578.08,2365.79,165,177.9
2017-02-01,"JACKSON",49,56892.53,84324.74,6519,7046.72
2017-02-01,"JASPER",50,70544.44,105015.61,8846,8255.82
2017-02-01,"JEFFERSON",51,30958.95,46072.19,4018,3390.46
2017-02-01,"JOHNSON",52,988341.83,1496273.79,104546,97787.74
2017-02-01,"JONES",53,60172.44,89279.97,6896,7450.93
2017-02-01,"KEOKUK",54,8775.81,12896.89,1147,1138.94
2017-02-01,"Kossuth",55,7080,10234.71,763,1135.62
2017-02-01,"KOSSUTH",55,85490.14,126260.22,8988,10206.6
2017-02-01,"LEE",56,192779.15,286870.67,20699,20185.03
2017-02-01,"Linn",57,18778.42,27877.48,2320,2893.83
2017-02-01,"LINN",57,1370788.41,2035413.6,158773,146119.84
2017-02-01,"LOUISA",58,11725.68,17458.56,1882,1262.78
2017-02-01,"LUCAS",59,21651.3,32218.55,2420,2576.4
2017-02-01,"LYON",60,36893.9,55147.91,4215,3948.7
2017-02-01,"Madison",61,806.7,1196.58,126,93
2017-02-01,"MADISON",61,45927.71,67711.43,5264,6081.89
2017-02-01,"MAHASKA",62,49125.7,72924.76,5842,5661.01
2017-02-01,"Marion",63,6244.57,9351.03,627,594.35
2017-02-01,"MARION",63,110934.12,164655.68,12578,12110.11
2017-02-01,"Marshall",64,1060.32,1589.16,138,145.5
2017-02-01,"MARSHALL",64,226233.94,334923.3,23166,23921.41
2017-02-01,"MILLS",65,21209.23,31718.84,2709,2382.35
2017-02-01,"Mitchell",66,9602.43,14281.08,1025,1258
2017-02-01,"MITCHELL",66,11529.23,17180.78,1434,1466.99
2017-02-01,"MONONA",67,27134.71,40506.49,3399,2903.79
